timestamp -> D4,D7Π,D17,D12Π,D13,D11Π,D20,D22Π,D23,D19Π,D21,D18Π,D14,D15Π,D10,D16Π,Class
19:19:54.843 -> 2866,3665,4095,4095,4095,4095,4095,4095,2413,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.843 -> 2917,3596,4095,4095,4095,4095,4095,4095,2341,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.843 -> 2870,3593,4095,4095,4095,4095,4095,4095,2316,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.843 -> 3025,2659,4095,4095,4095,4095,4095,4095,1781,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.843 -> 2416,2365,4095,4095,4095,4095,4095,4095,1584,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.843 -> 1995,2226,3534,4095,4095,4095,4095,4095,1118,4095,3312,4095,4095,4095,3296,4095,1
19:19:54.891 -> 1920,2186,3262,4095,4095,4095,4095,4095,1041,4095,2833,3531,4095,4095,2906,4095,1
19:19:54.891 -> 1797,2165,2918,4095,4095,4095,3805,4095,815,4095,2703,494,669,4095,0,4095,1
19:19:54.891 -> 423,518,33,2175,710,1566,1040,2160,0,4095,0,1137,617,4095,304,4095,1
19:19:54.891 -> 261,863,230,4095,4095,4095,4095,4095,3556,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.891 -> 2854,3701,4095,4095,4095,4095,4095,4095,2384,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.891 -> 2959,3627,4095,4095,4095,4095,4095,4095,2339,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.891 -> 2906,3605,4095,4095,4095,4095,4095,4095,2241,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.939 -> 2949,2379,4095,4095,4095,4095,4095,4095,2074,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.939 -> 2493,2384,4095,4095,4095,4095,4095,4095,1629,4095,4095,4095,4095,4095,4095,4095,1
19:19:54.939 -> 2062,2278,3964,4095,4095,4095,4095,4095,1105,4095,3424,4095,4095,4095,3377,4095,1
19:19:54.939 -> 1964,2207,3124,4095,4095,4095,4095,4095,1065,4095,2903,4095,4095,4095,3117,4095,1
19:19:54.939 -> 1871,2157,2608,4095,4095,4095,4095,4095,1130,4095,2323,3312,4095,4095,208,4095,1
19:19:54.939 -> 335,595,1200,2231,497,891,0,2240,980,4095,0,0,511,4095,0,4095,1
19:19:54.939 -> 359,1043,2096,4095,2159,2332,2404,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.129 -> 1953,2219,3311,4095,4095,4095,4095,4095,1094,4095,3351,4078,4095,4095,3222,4095,1
19:19:55.129 -> 1953,2180,2922,4095,4095,4095,4095,4095,1069,4095,2832,3523,4095,4095,2880,4095,1
19:19:55.129 -> 1786,2063,2385,4095,4095,4095,3292,4095,269,4095,0,0,595,4095,0,4095,1
19:19:55.177 -> 205,441,19,1856,159,1680,956,2200,824,4095,1071,0,808,4095,394,4095,1
19:19:55.177 -> 352,703,2400,4095,3012,4095,4095,4095,3791,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.177 -> 3004,3760,4095,4095,4095,4095,4095,4095,2459,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.177 -> 2896,3598,4095,4095,4095,4095,4095,4095,2354,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.177 -> 2903,3595,4095,4095,4095,4095,4095,4095,2382,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.177 -> 2944,3607,4095,4095,4095,4095,4095,4095,2288,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.177 -> 2578,2413,4095,4095,4095,4095,4095,4095,1694,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.223 -> 2386,2351,4095,4095,4095,4095,4095,4095,1265,4095,4055,4095,4095,4095,3516,4095,1
19:19:55.223 -> 1971,2220,3261,4095,4095,4095,4095,4095,1107,4095,3283,4095,4095,4095,3175,4095,1
19:19:55.223 -> 1889,2173,3004,4095,4095,4095,4095,4095,1014,4095,2751,3506,4095,4095,2927,4095,1
19:19:55.223 -> 1655,1783,2150,4095,4095,4095,3549,4095,1151,4095,775,657,819,4095,463,4095,1
19:19:55.223 -> 401,464,0,1803,71,1137,1648,2543,0,4095,839,0,688,4095,0,4095,1
19:19:55.223 -> 576,2934,4095,4095,4095,4095,4095,4095,3538,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.223 -> 3013,3678,4095,4095,4095,4095,4095,4095,2353,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.271 -> 2885,3601,4095,4095,4095,4095,4095,4095,2403,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.271 -> 2850,3600,4095,4095,4095,4095,4095,4095,2346,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.271 -> 3089,3663,4095,4095,4095,4095,4095,4095,2000,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.271 -> 2477,2368,4095,4095,4095,4095,4095,4095,1615,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.271 -> 2145,2243,3773,4095,4095,4095,4095,4095,1136,4095,3697,4095,4095,4095,3366,4095,1
19:19:55.271 -> 1940,2192,2879,4095,4095,4095,4095,4095,1033,4095,3246,3964,4095,4095,3079,4095,1
19:19:55.319 -> 1840,2131,2639,4095,4095,4095,3899,4095,1007,4095,2773,2648,679,4095,0,4095,1
19:19:55.319 -> 422,496,1424,1623,671,247,289,2480,47,4095,0,803,896,4095,0,4095,1
19:19:55.319 -> 279,1242,963,4095,4095,4095,4095,4095,3603,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.319 -> 2919,3712,4095,4095,4095,4095,4095,4095,2465,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.319 -> 2871,3609,4095,4095,4095,4095,4095,4095,2413,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.319 -> 2838,3582,4095,4095,4095,4095,4095,4095,2352,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.319 -> 2607,2950,4095,4095,4095,4095,4095,4095,2370,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.319 -> 2522,2381,4095,4095,4095,4095,4095,4095,1527,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.367 -> 2232,2288,3808,4095,4095,4095,4095,4095,1182,4095,3703,4095,4095,4095,3396,4095,1
19:19:55.367 -> 1968,2196,3236,4095,4095,4095,4095,4095,1067,4095,3045,3794,4095,4095,3071,4095,1
19:19:55.367 -> 1851,2173,2832,4095,4095,4095,4095,4095,971,4095,2423,3443,4095,4095,2115,4095,1
19:19:55.367 -> 1504,2018,2616,3366,111,1455,0,2176,0,4095,0,1072,958,4095,463,4095,1
19:19:55.367 -> 155,575,1073,2558,238,1372,0,2161,366,4095,680,1184,926,4095,11,4095,1
19:19:55.367 -> 2976,2829,4095,4095,4095,4095,4095,4095,3093,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.367 -> 2929,3619,4095,4095,4095,4095,4095,4095,2359,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.415 -> 2960,3603,4095,4095,4095,4095,4095,4095,2314,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.415 -> 2922,3594,4095,4095,4095,4095,4095,4095,2380,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.415 -> 2938,2641,4095,4095,4095,4095,4095,4095,1775,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.415 -> 2399,2365,4095,4095,4095,4095,4095,4095,1408,4095,4095,4095,4095,4095,3839,4095,1
19:19:55.415 -> 1991,2231,3475,4095,4095,4095,4095,4095,1098,4095,3223,4095,4095,4095,3232,4095,1
19:19:55.415 -> 1932,2191,2971,4095,4095,4095,4095,4095,1022,4095,2800,3455,4095,4095,2659,4095,1
19:19:55.463 -> 1809,2150,2458,4095,4095,4095,3668,4095,350,4095,0,652,875,4095,0,4095,1
19:19:55.463 -> 155,456,128,2296,1784,799,0,2291,0,4095,0,0,451,4095,0,4095,1
19:19:55.463 -> 275,2214,609,4095,4095,4095,4095,4095,3677,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.463 -> 2910,3729,4095,4095,4095,4095,4095,4095,2420,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.463 -> 2914,3579,4095,4095,4095,4095,4095,4095,2349,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.463 -> 2885,3579,4095,4095,4095,4095,4095,4095,2403,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.463 -> 2867,3570,4095,4095,4095,4095,4095,4095,2432,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.511 -> 2559,2415,4095,4095,4095,4095,4095,4095,1667,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.511 -> 2333,2355,4095,4095,4095,4095,4095,4095,1168,4095,3951,4095,4095,4095,3520,4095,1
19:19:55.511 -> 1975,2224,3424,4095,4095,4095,4095,4095,1108,4095,3198,4095,4095,4095,3184,4095,1
19:19:55.511 -> 1936,2160,2891,4095,4095,4095,4095,4095,1014,4095,2774,3821,4095,4095,2930,4095,1
19:19:55.511 -> 1684,1954,2369,4095,4095,4095,3096,4095,995,4095,264,368,667,4095,327,4095,1
19:19:55.511 -> 300,478,239,1459,0,1209,0,2151,351,4095,0,72,559,4095,206,4095,1
19:19:55.511 -> 258,511,4095,4095,4095,4095,4095,4095,3511,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.559 -> 2865,3697,4095,4095,4095,4095,4095,4095,2391,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.559 -> 2927,3607,4095,4095,4095,4095,4095,4095,2334,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.559 -> 2928,3600,4095,4095,4095,4095,4095,4095,2297,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.559 -> 2989,2811,4095,4095,4095,4095,4095,4095,2034,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.559 -> 2461,2379,4095,4095,4095,4095,4095,4095,1502,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.559 -> 2096,2254,3621,4095,4095,4095,4095,4095,1168,4095,3507,4095,4095,4095,3314,4095,1
19:19:55.559 -> 1936,2192,2975,4095,4095,4095,4095,4095,1062,4095,2896,3696,4095,4095,3060,4095,1
19:19:55.607 -> 1829,2123,2625,4095,4095,4095,4095,4095,984,4095,2421,3280,635,4095,127,4095,1
19:19:55.607 -> 471,500,988,2366,1168,961,0,2281,287,4095,0,1073,665,4095,0,4095,1
19:19:55.607 -> 214,677,2470,4095,3366,672,1675,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.607 -> 3003,3760,4095,4095,4095,4095,4095,4095,2432,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.607 -> 2928,3607,4095,4095,4095,4095,4095,4095,2378,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.607 -> 2880,3605,4095,4095,4095,4095,4095,4095,2365,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.607 -> 2891,3591,4095,4095,4095,4095,4095,4095,2241,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.655 -> 2507,2402,4095,4095,4095,4095,4095,4095,1661,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.655 -> 2273,2320,3982,4095,4095,4095,4095,4095,1141,4095,4095,4095,4095,4095,3387,4095,1
19:19:55.655 -> 1966,2198,3323,4095,4095,4095,4095,4095,1083,4095,3119,4095,4095,4095,3125,4095,1
19:19:55.655 -> 1910,2190,3003,4095,4095,4095,4032,4095,853,4095,2687,3177,4095,4095,2256,4095,1
19:19:55.655 -> 1782,2117,2560,2387,1728,487,0,2545,1119,4095,478,0,958,4095,387,4095,1
19:19:55.655 -> 494,485,1744,4000,2144,1968,1712,2219,0,4095,0,588,620,4095,103,4095,1
19:19:55.655 -> 2999,2853,4095,4095,4095,4095,4095,4095,3159,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.702 -> 2944,3633,4095,4095,4095,4095,4095,4095,2349,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.702 -> 2915,3625,4095,4095,4095,4095,4095,4095,2352,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.702 -> 2914,3544,4095,4095,4095,4095,4095,4095,2327,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.702 -> 2874,2578,4095,4095,4095,4095,4095,4095,1727,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.702 -> 2431,2349,4095,4095,4095,4095,4095,4095,1292,4095,4095,4095,4095,4095,3667,4095,1
19:19:55.702 -> 2033,2227,3572,4095,4095,4095,4095,4095,1133,4095,3325,4095,4095,4095,3228,4095,1
19:19:55.702 -> 1941,2182,2903,4095,4095,4095,4095,4095,1010,4095,2915,3611,4095,4095,2931,4095,1
19:19:55.750 -> 1812,2109,2371,4095,4095,4095,3519,4095,1136,4095,255,126,552,4095,375,4095,1
19:19:55.750 -> 208,627,558,2800,1164,387,32,2479,0,4095,1007,579,976,4095,286,4095,1
19:19:55.750 -> 272,1356,368,4095,4095,4095,4095,4095,3969,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.750 -> 2906,3749,4095,4095,4095,4095,4095,4095,2454,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.750 -> 2878,3606,4095,4095,4095,4095,4095,4095,2309,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.750 -> 2896,3600,4095,4095,4095,4095,4095,4095,2336,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.798 -> 2939,3568,4095,4095,4095,4095,4095,4095,2304,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.798 -> 2768,2519,4095,4095,4095,4095,4095,4095,1703,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.798 -> 2367,2352,4095,4095,4095,4095,4095,4095,1455,4095,3760,4095,4095,4095,3563,4095,1
19:19:55.798 -> 2007,2225,3214,4095,4095,4095,4095,4095,1088,4095,3277,4095,4095,4095,3266,4095,1
19:19:55.798 -> 1936,2189,2930,4095,4095,4095,4095,4095,1008,4095,2946,3641,4095,4095,2924,4095,1
19:19:55.798 -> 1814,2096,2510,4095,4095,4095,3575,4095,1268,4095,656,0,780,4095,0,4095,1
19:19:55.798 -> 210,450,0,1648,227,659,1624,2559,327,4095,972,577,959,4095,0,4095,1
19:19:55.798 -> 438,1212,908,4095,2714,3245,692,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.990 -> 2914,3569,4095,4095,4095,4095,4095,4095,2278,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.990 -> 2950,3598,4095,4095,4095,4095,4095,4095,2398,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.990 -> 3057,3685,4095,4095,4095,4095,4095,4095,2142,4095,4095,4095,4095,4095,4095,4095,1
19:19:55.990 -> 2474,2378,4095,4095,4095,4095,4095,4095,1580,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.035 -> 2259,2267,3781,4095,4095,4095,4095,4095,1158,4095,3823,4095,4095,4095,3366,4095,1
19:19:56.035 -> 1958,2202,3009,4095,4095,4095,4095,4095,1043,4095,2968,3784,4095,4095,3023,4095,1
19:19:56.035 -> 1949,2141,2704,4095,4095,4095,3910,4095,975,4095,2656,3873,4095,4095,176,4095,1
19:19:56.035 -> 304,448,143,1623,1980,1520,0,2574,144,4095,559,473,976,4095,452,4095,1
19:19:56.035 -> 199,510,1783,4095,4095,4095,4095,4095,3622,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.035 -> 2883,3730,4095,4095,4095,4095,4095,4095,2475,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.082 -> 2939,3613,4095,4095,4095,4095,4095,4095,2420,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.082 -> 2890,3600,4095,4095,4095,4095,4095,4095,2370,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.082 -> 2879,3527,4095,4095,4095,4095,4095,4095,2208,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.082 -> 2496,2394,4095,4095,4095,4095,4095,4095,1607,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.082 -> 2217,2306,3914,4095,4095,4095,4095,4095,1136,4095,3654,4095,4095,4095,3428,4095,1
19:19:56.082 -> 1968,2217,3095,4095,4095,4095,4095,4095,1042,4095,2970,3984,4095,4095,3108,4095,1
19:19:56.082 -> 1907,2178,3049,4095,4095,4095,4095,4095,979,4095,2727,3004,4095,4095,1974,4095,1
19:19:56.130 -> 1510,1952,2451,2400,1425,1374,1342,2173,126,4095,0,52,787,4095,0,4095,1
19:19:56.130 -> 468,433,1040,2956,527,1945,1520,2263,175,4095,764,695,526,4095,0,4095,1
19:19:56.130 -> 609,2693,4095,4095,4095,4095,4095,4095,3549,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.130 -> 2859,3681,4095,4095,4095,4095,4095,4095,2395,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.130 -> 2941,3614,4095,4095,4095,4095,4095,4095,2375,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.130 -> 2926,3583,4095,4095,4095,4095,4095,4095,2346,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.130 -> 2672,2718,4095,4095,4095,4095,4095,4095,1733,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.177 -> 2404,2360,4095,4095,4095,4095,4095,4095,1334,4095,4095,4095,4095,4095,3518,4095,1
19:19:56.177 -> 1968,2225,3491,4095,4095,4095,4095,4095,1122,4095,3223,4095,4095,4095,3206,4095,1
19:19:56.177 -> 1936,2190,2927,4095,4095,4095,4095,4095,1009,4095,2897,3506,4095,4095,2811,4095,1
19:19:56.177 -> 1734,2099,2484,4095,4095,4095,3459,4095,1044,4095,0,49,893,4095,0,4095,1
19:19:56.177 -> 212,528,545,2768,561,1660,1160,2574,774,4095,0,6,495,4095,0,4095,1
19:19:56.177 -> 292,1187,2304,4095,2526,4095,4095,4095,3809,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.177 -> 2966,3737,4095,4095,4095,4095,4095,4095,2438,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.224 -> 2870,3592,4095,4095,4095,4095,4095,4095,2352,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.224 -> 2915,3583,4095,4095,4095,4095,4095,4095,2317,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.224 -> 2885,3593,4095,4095,4095,4095,4095,4095,1663,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.224 -> 2539,2402,4095,4095,4095,4095,4095,4095,1667,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.224 -> 2393,2347,4095,4095,4095,4095,4095,4095,1297,4095,3843,4095,4095,4095,3353,4095,1
19:19:56.224 -> 1967,2220,3394,4095,4095,4095,4095,4095,1103,4095,3163,3973,4095,4095,3164,4095,1
19:19:56.224 -> 1898,2176,2871,4095,4095,4095,4095,4095,995,4095,2625,3538,4095,4095,2800,4095,1
19:19:56.271 -> 1794,2053,2563,4095,4095,4095,3368,4095,703,4095,1007,0,631,4095,0,4095,1
19:19:56.271 -> 375,518,195,1862,1104,750,192,2343,0,4095,0,1072,912,4095,475,4095,1
19:19:56.271 -> 432,2283,1116,4095,4095,4095,4095,4095,3813,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.271 -> 2886,3742,4095,4095,4095,4095,4095,4095,2478,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.271 -> 2909,3617,4095,4095,4095,4095,4095,4095,2412,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.271 -> 2925,3610,4095,4095,4095,4095,4095,4095,2378,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.318 -> 2915,3600,4095,4095,4095,4095,4095,4095,2448,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.318 -> 2556,2404,4095,4095,4095,4095,4095,4095,1679,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.318 -> 2273,2333,4037,4095,4095,4095,4095,4095,1397,4095,4053,4095,4095,4095,3473,4095,1
19:19:56.318 -> 1969,2215,3250,4095,4095,4095,4095,4095,1053,4095,3184,3967,4095,4095,3109,4095,1
19:19:56.318 -> 1910,2170,2800,4095,4095,4095,4095,4095,1043,4095,2723,3376,4095,4095,2625,4095,1
19:19:56.318 -> 1549,1877,2435,4095,4095,4095,3155,4095,799,4095,815,230,847,4095,433,4095,1
19:19:56.318 -> 252,482,31,1699,1120,175,1,2372,0,4095,647,64,682,4095,0,4095,1
19:19:56.366 -> 257,1888,1083,4095,4095,4095,4095,4095,3778,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.366 -> 2866,3754,4095,4095,4095,4095,4095,4095,2455,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.366 -> 2928,3607,4095,4095,4095,4095,4095,4095,2345,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.366 -> 2923,3606,4095,4095,4095,4095,4095,4095,2348,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.366 -> 2885,3598,4095,4095,4095,4095,4095,4095,2353,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.366 -> 2532,2426,4095,4095,4095,4095,4095,4095,1723,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.366 -> 2417,2353,4095,4095,4095,4095,4095,4095,1379,4095,4095,4095,4095,4095,3481,4095,1
19:19:56.414 -> 2000,2224,3429,4095,4095,4095,4095,4095,1088,4095,3152,4095,4095,4095,3257,4095,1
19:19:56.414 -> 1899,2161,2897,4095,4095,4095,4095,4095,1040,4095,3025,3680,4095,4095,2519,4095,1
19:19:56.414 -> 1744,2103,2644,4095,4095,4095,3857,4095,0,4095,95,0,580,4095,231,4095,1
19:19:56.414 -> 137,451,0,2680,1948,215,0,2207,0,4095,0,0,455,4095,0,4095,1
19:19:56.414 -> 256,1894,1080,4095,4084,1744,171,4095,4095,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.414 -> 2992,3749,4095,4095,4095,4095,4095,4095,2512,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.414 -> 2896,3597,4095,4095,4095,4095,4095,4095,2317,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.462 -> 2876,3603,4095,4095,4095,4095,4095,4095,2289,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.462 -> 2928,3596,4095,4095,4095,4095,4095,4095,2275,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.462 -> 2496,2390,4095,4095,4095,4095,4095,4095,1648,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.462 -> 2112,2263,3935,4095,4095,4095,4095,4095,1280,4095,3721,4095,4095,4095,3448,4095,1
19:19:56.462 -> 1951,2205,3177,4095,4095,4095,4095,4095,1097,4095,3269,4095,4095,4095,3137,4095,1
19:19:56.462 -> 1908,2160,2736,4095,4095,4095,4095,4095,1055,4095,2698,3746,4095,4095,2149,4095,1
19:19:56.462 -> 1591,1728,1976,3456,472,224,151,2196,0,4095,630,417,457,4095,124,4095,1
19:19:56.510 -> 144,641,1752,2415,993,611,7,2135,144,4095,0,44,467,4095,176,4095,1
19:19:56.510 -> 2970,2745,4095,4095,4095,4095,4095,4095,3081,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.510 -> 2948,3626,4095,4095,4095,4095,4095,4095,2365,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.510 -> 2855,3601,4095,4095,4095,4095,4095,4095,2405,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.510 -> 2878,3603,4095,4095,4095,4095,4095,4095,2376,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.510 -> 2867,2709,4095,4095,4095,4095,4095,4095,1741,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.510 -> 2448,2352,4047,4095,4095,4095,4095,4095,1398,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.558 -> 2002,2235,3527,4095,4095,4095,4095,4095,1149,4095,3666,4095,4095,4095,3275,4095,1
19:19:56.558 -> 1927,2187,2890,4095,4095,4095,4095,4095,1153,4095,2879,3756,4095,4095,2901,4095,1
19:19:56.558 -> 1802,2114,2584,4095,4095,4095,3870,4095,1087,4095,2432,2284,643,4095,371,4095,1
19:19:56.558 -> 268,671,368,1847,1912,1628,0,2343,831,4095,559,194,449,4095,0,4095,1
19:19:56.558 -> 253,437,348,4095,4095,4095,4095,4095,3597,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.558 -> 2907,3718,4095,4095,4095,4095,4095,4095,2399,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.558 -> 2931,3613,4095,4095,4095,4095,4095,4095,2376,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.605 -> 2934,3576,4095,4095,4095,4095,4095,4095,2337,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.605 -> 3101,2864,4095,4095,4095,4095,4095,4095,1933,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.605 -> 2485,2370,4095,4095,4095,4095,4095,4095,1673,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.605 -> 2045,2282,3893,4095,4095,4095,4095,4095,1136,4095,3519,4095,4095,4095,3378,4095,1
19:19:56.605 -> 1943,2203,3030,4095,4095,4095,4095,4095,1034,4095,2954,3679,4095,4095,2968,4095,1
19:19:56.605 -> 1859,2133,2635,4095,4095,4095,4095,4095,1011,4095,2957,2337,689,4095,0,4095,1
19:19:56.605 -> 379,446,576,2300,335,529,952,2551,1086,4095,0,657,601,4095,415,4095,1
19:19:56.652 -> 192,611,963,4095,4095,4095,4095,4095,3576,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.652 -> 2820,3711,4095,4095,4095,4095,4095,4095,2452,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.652 -> 2893,3617,4095,4095,4095,4095,4095,4095,2285,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.652 -> 2922,3600,4095,4095,4095,4095,4095,4095,2270,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.652 -> 3007,2715,4095,4095,4095,4095,4095,4095,1984,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.652 -> 2480,2386,4095,4095,4095,4095,4095,4095,1619,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.700 -> 2047,2263,3627,4095,4095,4095,4095,4095,1142,4095,3857,4095,4095,4095,3355,4095,1
19:19:56.844 -> 2933,3603,4095,4095,4095,4095,4095,4095,2339,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.844 -> 3055,2759,4095,4095,4095,4095,4095,4095,1785,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.844 -> 2446,2390,4095,4095,4095,4095,4095,4095,1635,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.892 -> 2010,2243,4078,4095,4095,4095,4095,4095,1116,4095,3365,4095,4095,4095,3381,4095,1
19:19:56.892 -> 1925,2194,2980,4095,4095,4095,4095,4095,1053,4095,2899,3575,4095,4095,2980,4095,1
19:19:56.892 -> 1840,2166,2559,4095,4095,4095,3824,4095,1131,4095,2988,2016,690,4095,43,4095,1
19:19:56.892 -> 248,671,672,1473,416,547,0,2548,0,4095,40,108,465,4095,287,4095,1
19:19:56.892 -> 320,540,1955,4095,4095,4095,4095,4095,3669,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.892 -> 2983,3705,4095,4095,4095,4095,4095,4095,2463,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.892 -> 2896,3623,4095,4095,4095,4095,4095,4095,2375,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.939 -> 2911,3610,4095,4095,4095,4095,4095,4095,2417,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.939 -> 2928,3601,4095,4095,4095,4095,4095,4095,2256,4095,4095,4095,4095,4095,4095,4095,1
19:19:56.939 -> 2525,2401,4095,4095,4095,4095,4095,4095,1598,4095,4095,4095,4095,4095,4095,4095,1
