timestamp -> D4,D7Π,D17,D12Π,D13,D11Π,D20,D22Π,D23,D19Π,D21,D18Π,D14,D15Π,D10,D16Π,Class
19:12:00.405 -> 2832,3475,4095,4095,4095,4095,4095,4095,2499,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.405 -> 2821,3391,4095,4095,4095,4095,4095,4095,2425,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.405 -> 2787,3385,4095,4095,4095,4095,4095,4095,2331,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.405 -> 2759,2503,4095,4095,4095,4095,4095,4095,1826,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.453 -> 2374,2256,4095,4095,4095,4095,4095,4095,1486,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.453 -> 2016,2160,3639,4095,4095,4095,4095,4095,1133,4095,3488,4095,4095,4095,3027,4095,0
19:12:00.453 -> 1831,2109,2961,4095,4095,4095,4095,4095,1053,4095,2984,3799,4095,4095,2604,4095,0
19:12:00.453 -> 1675,2057,2775,4095,4095,4095,3456,4095,837,4095,2416,2183,592,4095,227,4095,0
19:12:00.453 -> 189,304,112,2099,1702,611,0,2065,838,4095,723,275,782,4095,71,4095,0
19:12:00.453 -> 499,1751,1833,4095,4095,2489,4095,4095,4074,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.453 -> 3026,3455,4095,4095,4095,4095,4095,4095,2502,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.500 -> 2828,3399,4095,4095,4095,4095,4095,4095,2401,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.500 -> 2747,3381,4095,4095,4095,4095,4095,4095,2368,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.500 -> 2798,2618,4095,4095,4095,4095,4095,4095,1743,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.500 -> 2320,2239,4027,4095,4095,4095,4095,4095,1473,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.500 -> 1905,2133,3310,4095,4095,4095,4095,4095,1103,4095,3675,4095,4095,4095,2883,4095,0
19:12:00.500 -> 1807,2094,2889,4095,4095,4095,4095,4095,1008,4095,3056,3636,4095,4095,1795,4095,0
19:12:00.547 -> 1522,1954,2559,4095,4095,4095,4095,4095,1118,4095,2627,3076,508,4095,0,4095,0
19:12:00.547 -> 142,269,272,2167,1532,713,505,2252,0,4095,819,1016,377,4095,483,4095,0
19:12:00.547 -> 304,1842,2546,4095,2551,1898,384,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.547 -> 2943,3471,4095,4095,4095,4095,4095,4095,2445,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.547 -> 2791,3391,4095,4095,4095,4095,4095,4095,2389,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.547 -> 2746,3388,4095,4095,4095,4095,4095,4095,2433,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.547 -> 2858,2717,4095,4095,4095,4095,4095,4095,1822,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.595 -> 2341,2240,4095,4095,4095,4095,4095,4095,1415,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.595 -> 1967,2151,3567,4095,4095,4095,4095,4095,1095,4095,3919,4095,4095,4095,2864,4095,0
19:12:00.595 -> 1835,2087,3115,4095,4095,4095,4095,4095,1055,4095,3347,3776,4095,4095,2251,4095,0
19:12:00.595 -> 1619,1973,2522,4095,4095,4095,4095,4095,1159,4095,2211,3265,679,4095,0,4095,0
19:12:00.595 -> 491,269,16,1843,1478,1472,25,2067,0,4095,0,0,304,4095,0,4095,0
19:12:00.595 -> 315,2003,2135,4095,2249,2752,2293,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.595 -> 2817,3460,4095,4095,4095,4095,4095,4095,2449,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.643 -> 2765,3391,4095,4095,4095,4095,4095,4095,2384,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.643 -> 2763,3373,4095,4095,4095,4095,4095,4095,2381,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.643 -> 2814,2714,4095,4095,4095,4095,4095,4095,1883,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.643 -> 2371,2255,4095,4095,4095,4095,4095,4095,1422,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.643 -> 1944,2160,3597,4095,4095,4095,4095,4095,1123,4095,3499,4095,4095,4095,2961,4095,0
19:12:00.643 -> 1850,2100,2864,4095,4095,4095,4095,4095,1037,4095,2850,4087,4095,4095,2534,4095,0
19:12:00.643 -> 1655,2064,2725,4095,4095,4095,4095,4095,940,4095,2245,2352,479,4095,0,4095,0
19:12:00.691 -> 449,297,1606,1913,595,567,82,2040,400,4095,430,0,392,4095,0,4095,0
19:12:00.691 -> 368,2127,2762,4095,2047,2341,128,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.691 -> 2877,3445,4095,4095,4095,4095,4095,4095,2455,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.691 -> 2811,3406,4095,4095,4095,4095,4095,4095,2397,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.691 -> 2803,3389,4095,4095,4095,4095,4095,4095,2367,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.691 -> 2793,2757,4095,4095,4095,4095,4095,4095,1815,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.691 -> 2370,2256,4095,4095,4095,4095,4095,4095,1450,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.739 -> 2128,2210,3846,4095,4095,4095,4095,4095,1104,4095,3391,4095,4095,4095,2981,4095,0
19:12:00.739 -> 1900,2103,2873,4095,4095,4095,4095,4095,1046,4095,3120,4072,4095,4095,2570,4095,0
19:12:00.739 -> 1713,2059,2719,4095,4095,4095,3514,4095,935,4095,2448,3463,511,4095,0,4095,0
19:12:00.739 -> 312,471,819,2343,400,1420,0,2116,140,4095,739,632,304,4095,156,4095,0
19:12:00.739 -> 407,847,2527,4095,3179,2170,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.739 -> 2838,3471,4095,4095,4095,4095,4095,4095,2439,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.739 -> 2771,3376,4095,4095,4095,4095,4095,4095,2385,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.787 -> 2825,3375,4095,4095,4095,4095,4095,4095,2389,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.787 -> 2407,2735,4095,4095,4095,4095,4095,4095,1805,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.787 -> 2347,2249,4095,4095,4095,4095,4095,4095,1486,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.787 -> 1925,2147,3440,4095,4095,4095,4095,4095,1075,4095,3440,4095,4095,4095,2971,4095,0
19:12:00.787 -> 1830,2103,2956,4095,4095,4095,4095,4095,1010,4095,2876,4095,4095,4095,2554,4095,0
19:12:00.787 -> 1703,1999,2582,4095,4095,4095,3375,4095,843,4095,2507,2448,723,4095,0,4095,0
19:12:00.835 -> 215,285,216,1920,776,1305,0,2302,0,4095,851,897,360,4095,0,4095,0
19:12:00.835 -> 523,639,2626,4095,3930,2997,1290,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.835 -> 2811,2773,4095,4095,4095,4095,4095,4095,2426,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.835 -> 2814,3397,4095,4095,4095,4095,4095,4095,2351,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.835 -> 2801,3386,4095,4095,4095,4095,4095,4095,2383,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.835 -> 2720,2704,4095,4095,4095,4095,4095,4095,1897,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.835 -> 2357,2254,4095,4095,4095,4095,4095,4095,1454,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.835 -> 1924,2165,3804,4095,4095,4095,4095,4095,1127,4095,3627,4095,4095,4095,2938,4095,0
19:12:00.881 -> 1854,2105,3112,4095,4095,4095,4095,4095,1029,4095,3319,4095,4095,4095,2537,4095,0
19:12:00.881 -> 1700,2032,2620,4095,4095,4095,3839,4095,825,4095,2573,1822,491,4095,0,4095,0
19:12:00.881 -> 213,317,1638,2918,1442,733,454,2163,48,4095,0,292,564,4095,212,4095,0
19:12:00.881 -> 572,1709,2386,4095,2159,2149,47,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.881 -> 2842,3462,4095,4095,4095,4095,4095,4095,2417,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.881 -> 2791,3396,4095,4095,4095,4095,4095,4095,2365,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.929 -> 2801,3394,4095,4095,4095,4095,4095,4095,2352,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.929 -> 2889,2747,4095,4095,4095,4095,4095,4095,1844,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.929 -> 2361,2256,4095,4095,4095,4095,4095,4095,1478,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.929 -> 1919,2160,3558,4095,4095,4095,4095,4095,1104,4095,3455,4095,4095,4095,2944,4095,0
19:12:00.929 -> 1840,2100,3061,4095,4095,4095,4095,4095,990,4095,2849,3712,4095,4095,2403,4095,0
19:12:00.929 -> 1830,2032,2641,4095,4095,4095,3926,4095,884,4095,2513,2948,489,4095,24,4095,0
19:12:00.929 -> 184,276,221,1776,144,1788,217,2439,0,4095,116,531,336,4095,259,4095,0
19:12:00.977 -> 496,724,685,4095,3071,2325,717,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.977 -> 2832,3031,4095,4095,4095,4095,4095,4095,2492,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.977 -> 2811,3408,4095,4095,4095,4095,4095,4095,2377,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.977 -> 2775,3389,4095,4095,4095,4095,4095,4095,2333,4095,4095,4095,4095,4095,4095,4095,0
19:12:00.977 -> 2801,3015,4095,4095,4095,4095,4095,4095,1911,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.169 -> 2401,2250,4095,4095,4095,4095,4095,4095,1677,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.169 -> 1963,2180,3779,4095,4095,4095,4095,4095,1130,4095,3535,4095,4095,4095,3081,4095,0
19:12:01.169 -> 1879,2114,3326,4095,4095,4095,4095,4095,1101,4095,3037,3777,4095,4095,2662,4095,0
19:12:01.169 -> 1773,2061,2611,4095,4095,4095,3761,4095,944,4095,2617,3492,4095,4095,3,4095,0
19:12:01.169 -> 432,254,153,1827,1344,1468,1604,2352,177,4095,1223,0,320,4095,60,4095,0
19:12:01.216 -> 337,1684,2154,4095,3094,2813,160,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.216 -> 2839,3482,4095,4095,4095,4095,4095,4095,2462,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.216 -> 2817,3398,4095,4095,4095,4095,4095,4095,2343,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.216 -> 2797,3386,4095,4095,4095,4095,4095,4095,2402,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.216 -> 2810,2711,4095,4095,4095,4095,4095,4095,1894,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.216 -> 2368,2249,4095,4095,4095,4095,4095,4095,1503,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.216 -> 1919,2162,3735,4095,4095,4095,4095,4095,1089,4095,3514,4095,4095,4095,2975,4095,0
19:12:01.263 -> 1861,2106,3111,4095,4095,4095,4095,4095,967,4095,3153,3856,4095,4095,2463,4095,0
19:12:01.263 -> 1710,2017,2495,4095,4095,4095,3732,4095,923,4095,2606,3776,471,4095,144,4095,0
19:12:01.263 -> 275,262,1526,2275,600,489,49,2254,1174,4095,358,259,451,4095,0,4095,0
19:12:01.263 -> 547,1970,1412,4095,3103,1451,4095,4095,4023,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.263 -> 2985,3437,4095,4095,4095,4095,4095,4095,2431,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.263 -> 2771,3386,4095,4095,4095,4095,4095,4095,2399,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.263 -> 2799,3373,4095,4095,4095,4095,4095,4095,2352,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.311 -> 2763,2672,4095,4095,4095,4095,4095,4095,1822,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.311 -> 2304,2239,4087,4095,4095,4095,4095,4095,1485,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.311 -> 2011,2163,3526,4095,4095,4095,4095,4095,1079,4095,3295,4095,4095,4095,2971,4095,0
19:12:01.311 -> 1853,2115,3012,4095,4095,4095,4095,4095,1040,4095,2874,3683,4095,4095,2673,4095,0
19:12:01.311 -> 1623,2025,2506,4095,4095,4095,4095,4095,711,4095,2352,1188,576,4095,304,4095,0
19:12:01.311 -> 387,331,89,2767,1862,600,1668,2366,0,4095,0,1097,289,4095,0,4095,0
19:12:01.311 -> 394,593,1931,4095,1685,3284,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.359 -> 3056,3459,4095,4095,4095,4095,4095,4095,2430,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.359 -> 2791,3392,4095,4095,4095,4095,4095,4095,2390,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.359 -> 2753,3376,4095,4095,4095,4095,4095,4095,2320,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.359 -> 2893,2679,4095,4095,4095,4095,4095,4095,2000,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.359 -> 2306,2247,4095,4095,4095,4095,4095,4095,1488,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.359 -> 1923,2160,3765,4095,4095,4095,4095,4095,1139,4095,3790,4095,4095,4095,2928,4095,0
19:12:01.359 -> 1851,2105,3008,4095,4095,4095,4095,4095,1059,4095,2877,3703,4095,4095,2567,4095,0
19:12:01.407 -> 1706,2000,2791,4095,4095,4095,3529,4095,848,4095,2303,2208,497,4095,208,4095,0
19:12:01.407 -> 491,429,0,2631,1344,272,0,2053,0,4095,68,1049,311,4095,0,4095,0
19:12:01.407 -> 608,2093,2650,4095,1893,4095,4095,4095,3369,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.407 -> 2743,3470,4095,4095,4095,4095,4095,4095,2421,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.407 -> 2800,3391,4095,4095,4095,4095,4095,4095,2405,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.407 -> 2809,3374,4095,4095,4095,4095,4095,4095,2211,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.407 -> 2461,2537,4095,4095,4095,4095,4095,4095,1654,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.456 -> 2319,2243,4095,4095,4095,4095,4095,4095,1367,4095,4095,4095,4095,4095,3583,4095,0
19:12:01.456 -> 2036,2167,3496,4095,4095,4095,4095,4095,1099,4095,3496,4095,4095,4095,2886,4095,0
19:12:01.456 -> 1814,2105,3047,4095,4095,4095,4095,4095,1104,4095,3007,3726,4095,4095,2041,4095,0
19:12:01.456 -> 1635,2030,2383,4095,4095,4095,3248,4095,563,4095,2622,584,773,4095,33,4095,0
19:12:01.456 -> 255,308,568,2236,1298,1480,120,2096,0,4095,0,268,331,4095,480,4095,0
19:12:01.456 -> 472,1812,1697,4095,4095,3189,0,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.456 -> 2875,3451,4095,4095,4095,4095,4095,4095,2480,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.504 -> 2818,3379,4095,4095,4095,4095,4095,4095,2355,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.504 -> 2771,3391,4095,4095,4095,4095,4095,4095,2383,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.504 -> 2855,2759,4095,4095,4095,4095,4095,4095,1947,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.504 -> 2350,2257,4095,4095,4095,4095,4095,4095,1480,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.504 -> 2043,2224,4095,4095,4095,4095,4095,4095,1127,4095,3568,4095,4095,4095,3019,4095,0
19:12:01.504 -> 1867,2101,2943,4095,4095,4095,4095,4095,1072,4095,3283,4095,4095,4095,2615,4095,0
19:12:01.504 -> 1563,2015,2431,4095,4095,4095,3679,4095,848,4095,2295,3580,576,4095,0,4095,0
19:12:01.551 -> 331,449,584,1897,25,1062,1142,2068,128,4095,1186,1129,460,4095,203,4095,0
19:12:01.551 -> 367,1725,1355,4095,2143,2752,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.551 -> 2896,3478,4095,4095,4095,4095,4095,4095,2454,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.551 -> 2777,3392,4095,4095,4095,4095,4095,4095,2365,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.551 -> 2797,3390,4095,4095,4095,4095,4095,4095,2274,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.551 -> 2841,2711,4095,4095,4095,4095,4095,4095,1714,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.598 -> 2374,2255,4095,4095,4095,4095,4095,4095,1276,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.598 -> 1953,2152,3413,4095,4095,4095,4095,4095,1145,4095,3538,4095,4095,4095,2950,4095,0
19:12:01.598 -> 1857,2105,3250,4095,4095,4095,4095,4095,1038,4095,2881,3694,4095,4095,2651,4095,0
19:12:01.598 -> 1528,2008,2624,4095,4095,4095,3831,4095,736,4095,2711,2224,496,4095,0,4095,0
19:12:01.598 -> 355,407,1415,1585,1750,753,615,2057,323,4095,49,0,803,4095,544,4095,0
19:12:01.598 -> 238,2042,749,4095,1813,4095,1226,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.598 -> 2870,3471,4095,4095,4095,4095,4095,4095,2443,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.646 -> 2833,3392,4095,4095,4095,4095,4095,4095,2419,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.646 -> 2813,3393,4095,4095,4095,4095,4095,4095,2385,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.646 -> 2792,2738,4095,4095,4095,4095,4095,4095,1691,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.646 -> 2352,2254,4095,4095,4095,4095,4095,4095,1149,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.646 -> 1989,2166,3557,4095,4095,4095,4095,4095,1152,4095,3504,4095,4095,4095,2891,4095,0
19:12:01.646 -> 1867,2107,2985,4095,4095,4095,4095,4095,1012,4095,2961,3625,4095,4095,2655,4095,0
19:12:01.646 -> 1685,1981,2569,4095,4095,4095,3827,4095,528,4095,2495,1744,720,4095,24,4095,0
19:12:01.693 -> 407,419,364,1809,1782,759,472,2047,0,4095,994,1004,866,4095,60,4095,0
19:12:01.693 -> 528,1837,1394,4095,2800,1882,160,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.693 -> 2828,3033,4095,4095,4095,4095,4095,4095,2496,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.693 -> 2798,3389,4095,4095,4095,4095,4095,4095,2379,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.693 -> 2774,3373,4095,4095,4095,4095,4095,4095,2360,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.693 -> 2819,2718,4095,4095,4095,4095,4095,4095,1889,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.693 -> 2311,2256,4095,4095,4095,4095,4095,4095,1244,4095,4095,4095,4095,4095,4031,4095,0
19:12:01.740 -> 1954,2157,3559,4095,4095,4095,4095,4095,1098,4095,3400,4095,4095,4095,2967,4095,0
19:12:01.740 -> 1878,2099,2771,4095,4095,4095,4095,4095,987,4095,2988,3759,4095,4095,2485,4095,0
19:12:01.740 -> 1666,1936,2401,4095,4095,4095,3543,4095,816,4095,2649,3032,499,4095,0,4095,0
19:12:01.740 -> 323,449,1095,1904,537,499,0,2033,241,4095,854,589,540,4095,0,4095,0
19:12:01.740 -> 521,751,1238,4095,3023,2650,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.740 -> 2823,3470,4095,4095,4095,4095,4095,4095,2447,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.740 -> 2799,3393,4095,4095,4095,4095,4095,4095,2361,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.787 -> 2782,3388,4095,4095,4095,4095,4095,4095,2432,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.787 -> 2768,2731,4095,4095,4095,4095,4095,4095,1744,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.787 -> 2315,2239,4095,4095,4095,4095,4095,4095,1598,4095,4095,4095,4095,4095,3967,4095,0
19:12:01.787 -> 1931,2154,3592,4095,4095,4095,4095,4095,1118,4095,3390,4095,4095,4095,2981,4095,0
19:12:01.787 -> 1840,2093,2763,4095,4095,4095,4095,4095,998,4095,2974,3693,4095,4095,2433,4095,0
19:12:01.787 -> 1568,2004,2636,4095,4095,4095,3600,4095,853,4095,2256,1521,483,4095,0,4095,0
19:12:01.834 -> 248,346,29,2436,1486,272,472,2156,1059,4095,0,860,391,4095,480,4095,0
19:12:01.834 -> 410,658,2374,4095,3318,2325,416,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.834 -> 2832,2927,4095,4095,4095,4095,4095,4095,2453,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.834 -> 2847,3407,4095,4095,4095,4095,4095,4095,2367,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.834 -> 2788,3381,4095,4095,4095,4095,4095,4095,2345,4095,4095,4095,4095,4095,4095,4095,0
19:12:01.834 -> 2439,2768,4095,4095,4095,4095,4095,4095,1707,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.019 -> 2818,3339,4095,4095,4095,4095,4095,4095,1719,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.019 -> 2429,2306,4095,4095,4095,4095,4095,4095,1647,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.019 -> 2283,2227,4079,4095,4095,4095,4095,4095,1232,4095,4095,4095,4095,4095,3184,4095,0
19:12:02.019 -> 1882,2128,3248,4095,4095,4095,4095,4095,1121,4095,3115,4084,4095,4095,2854,4095,0
19:12:02.066 -> 1803,2069,2786,4095,4095,4095,4095,4095,982,4095,2628,3525,4095,4095,2187,4095,0
19:12:02.066 -> 1266,1760,2320,4095,4095,4095,3338,4011,0,4095,216,0,302,4095,449,4095,0
19:12:02.066 -> 499,260,1287,2097,904,1788,59,2366,286,4095,563,178,311,4095,0,4095,0
19:12:02.066 -> 311,1807,879,4095,4095,4095,4095,4095,3280,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.066 -> 2722,3467,4095,4095,4095,4095,4095,4095,2482,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.066 -> 2798,3381,4095,4095,4095,4095,4095,4095,2399,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.066 -> 2762,3381,4095,4095,4095,4095,4095,4095,2234,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.112 -> 2817,2683,4095,4095,4095,4095,4095,4095,1686,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.112 -> 2333,2243,4095,4095,4095,4095,4095,4095,1413,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.112 -> 1967,2141,3440,4095,4095,4095,4095,4095,1090,4095,3372,4095,4095,4095,2887,4095,0
19:12:02.112 -> 1826,2084,2879,4095,4095,4095,4095,4095,913,4095,2945,3594,4095,4095,2291,4095,0
19:12:02.112 -> 1612,2000,2521,4095,4095,4095,3455,4095,959,4095,2354,1856,730,4095,0,4095,0
19:12:02.112 -> 162,387,814,2252,0,569,57,2415,1351,4095,675,0,304,4095,288,4095,0
19:12:02.160 -> 466,2117,855,4095,1837,2626,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.160 -> 2862,3453,4095,4095,4095,4095,4095,4095,2533,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.160 -> 2783,3408,4095,4095,4095,4095,4095,4095,2433,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.160 -> 2759,3358,4095,4095,4095,4095,4095,4095,2393,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.160 -> 2914,2495,4095,4095,4095,4095,4095,4095,1785,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.160 -> 2297,2244,4095,4095,4095,4095,4095,4095,1520,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.160 -> 1947,2139,3551,4095,4095,4095,4095,4095,1078,4095,3396,4095,4095,4095,2885,4095,0
19:12:02.208 -> 1823,2085,2789,4095,4095,4095,4095,4095,1023,4095,2960,3695,4095,4095,2496,4095,0
19:12:02.208 -> 1577,1975,2648,4095,4095,4095,3679,4095,822,4095,2703,1286,768,4095,347,4095,0
19:12:02.208 -> 246,375,1574,2151,1251,1190,135,2402,1359,4095,0,496,289,4095,222,4095,0
19:12:02.208 -> 533,1837,2674,4095,1821,1960,1968,4095,4095,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.208 -> 2818,3417,4095,4095,4095,4095,4095,4095,2422,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.208 -> 2767,3389,4095,4095,4095,4095,4095,4095,2422,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.208 -> 3136,2846,4095,4095,4095,4095,4095,4095,2359,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.256 -> 3281,657,4095,4095,4095,4095,4095,4095,1725,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.256 -> 2594,720,3839,4095,4095,4095,4095,4095,1264,4095,4095,4095,4095,4095,3168,4095,0
19:12:02.256 -> 2157,2082,3361,4095,4095,4095,4095,4095,1067,4095,3124,4095,4095,4095,2799,4095,0
19:12:02.256 -> 2073,2071,2727,4095,4095,4095,4095,4095,973,4095,2899,3815,4095,4095,2103,4095,0
19:12:02.256 -> 1223,1807,2613,4095,4095,4095,3181,2119,0,4095,1057,48,609,4095,0,4095,0
19:12:02.256 -> 158,411,766,2259,311,432,1092,2091,0,4095,540,1201,291,4095,76,4095,0
19:12:02.256 -> 666,2218,640,4095,4095,4095,4095,4095,3385,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.304 -> 2709,3471,4095,4095,4095,4095,4095,4095,2434,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.304 -> 3232,1054,4095,4095,4095,4095,4095,4095,2367,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.304 -> 3281,738,4095,4095,4095,4095,4095,4095,2171,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.304 -> 2442,2295,4095,4095,4095,4095,4095,4095,1585,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.304 -> 2032,2176,3799,4095,4095,4095,4095,4095,1088,4095,3695,4095,4095,4095,3037,4095,0
19:12:02.304 -> 1878,2134,3089,4095,4095,4095,4095,4095,1055,4095,2987,3728,4095,4095,2843,4095,0
19:12:02.352 -> 1787,2061,2575,4095,4095,4095,3891,4095,1057,4095,2576,3171,4095,4095,691,4095,0
19:12:02.352 -> 1135,1684,2263,3008,942,625,0,2076,1200,4095,432,0,711,4095,337,4095,0
19:12:02.352 -> 349,249,1062,2555,1820,1992,0,2324,568,4095,472,720,905,4095,520,4095,0
19:12:02.352 -> 2886,2507,4095,4095,4095,4095,4095,4095,3046,4095,4095,4095,4095,4095,4095,4095,0
19:12:02.352 -> 2678,3435,4095,4095,4095,4095,4095,4095,2413,4095,4095,4095,4095,4095,4095,4095,0
